"lastupdatedate","town_no","town","towntotalcases","townconfirmedcases","townprobablecases","towncaserate","towntotaldeaths","townconfirmeddeaths","townprobabledeaths","peopletested","ratetested100k","numberoftests","numberofpositives","numberofnegatives","numberofindeterminates"
2020-06-21,145,"Union",5,4,1,595,0,0,0,23,2738,24,4,20,0
2020-06-21,146,"Vernon",198,186,12,676,20,17,3,1666,5685,2211,219,1983,9
2020-06-21,147,"Voluntown",9,9,0,355,1,1,0,183,7219,215,10,205,0
2020-06-21,148,"Wallingford",483,472,11,1085,69,61,8,3979,8935,5523,667,4818,38
2020-06-21,149,"Warren",5,5,0,357,0,0,0,33,2359,41,6,35,0
2020-06-21,150,"Washington",22,21,1,641,2,2,0,305,8882,356,23,333,0
2020-06-21,151,"Waterbury",1995,1906,89,1846,167,141,26,8338,7714,11561,2541,8944,76
2020-06-21,152,"Waterford",165,156,9,874,25,19,6,1846,9774,2210,181,2027,2
2020-06-21,153,"Watertown",148,141,7,684,5,4,1,1423,6575,2011,202,1806,3
2020-06-21,155,"West Hartford",682,630,52,1084,123,85,38,3974,6314,4924,752,4156,16
2020-06-21,156,"West Haven",1061,1031,30,1933,71,64,7,5462,9953,7488,1351,6112,25
2020-06-21,154,"Westbrook",27,27,0,391,0,0,0,446,6451,539,31,508,0
2020-06-21,157,"Weston",66,63,3,644,2,2,0,676,6597,824,69,755,0
2020-06-21,158,"Westport",301,286,15,1071,23,16,7,2340,8323,2891,354,2530,7
2020-06-21,159,"Wethersfield",253,248,5,970,10,9,1,1721,6598,2232,325,1900,7
2020-06-21,160,"Willington",14,14,0,238,0,0,0,212,3601,248,14,234,0
2020-06-21,161,"Wilton",207,180,27,1125,41,20,21,1237,6724,1574,233,1341,0
2020-06-21,162,"Winchester",51,50,1,479,1,1,0,708,6645,1037,67,969,1
2020-06-21,163,"Windham",247,247,0,1000,10,10,0,2070,8379,2635,276,2351,8
2020-06-21,164,"Windsor",578,533,45,2010,103,69,34,2370,8241,3075,659,2401,15
2020-06-21,165,"Windsor Locks",117,111,6,909,19,17,2,878,6819,1063,151,907,5
2020-06-21,166,"Wolcott",109,103,6,655,9,6,3,926,5562,1230,140,1085,5
2020-06-21,167,"Woodbridge",147,139,8,1670,33,30,3,986,11198,1422,242,1175,5
2020-06-21,168,"Woodbury",47,46,1,493,2,2,0,635,6658,811,48,763,0
2020-06-21,169,"Woodstock",16,16,0,204,0,0,0,353,4490,391,17,374,0
2020-06-22,1,"Andover",9,9,0,279,0,0,0,160,4952,183,9,174,0
2020-06-22,2,"Ansonia",282,274,8,1506,6,5,1,1605,8573,2028,337,1685,6
2020-06-22,3,"Ashford",18,18,0,422,0,0,0,225,5280,261,23,238,0
2020-06-22,4,"Avon",141,133,8,770,27,20,7,1064,5814,1283,152,1129,2
2020-06-22,5,"Barkhamsted",25,24,1,690,0,0,0,186,5132,228,29,198,1
2020-06-22,6,"Beacon Falls",50,50,0,809,0,0,0,408,6600,523,63,457,3
2020-06-22,7,"Berlin",162,155,7,793,16,13,3,1346,6588,1759,193,1561,5
2020-06-22,8,"Bethany",38,38,0,694,1,1,0,471,8596,618,64,551,3
2020-06-22,9,"Bethel",257,248,9,1304,30,22,8,1759,8923,2351,282,2067,2
2020-06-22,10,"Bethlehem",12,11,1,351,1,0,1,210,6137,285,26,259,0
2020-06-22,11,"Bloomfield",504,472,32,2366,84,64,20,2493,11704,3452,609,2798,45
2020-06-22,12,"Bolton",21,20,1,429,3,3,0,241,4928,279,29,250,0
2020-06-22,13,"Bozrah",7,7,0,276,0,0,0,169,6661,220,8,212,0
2020-06-22,14,"Branford",339,332,7,1210,40,38,2,3002,10720,4094,480,3605,9
2020-06-22,15,"Bridgeport",3636,3509,127,2509,152,114,38,15909,10979,20740,4233,16390,117
2020-06-22,16,"Bridgewater",8,8,0,488,0,0,0,112,6825,132,9,123,0
2020-06-22,17,"Bristol",600,583,17,999,72,64,8,4042,6733,4836,675,4142,19
2020-06-22,18,"Brookfield",162,158,4,953,8,5,3,1476,8681,1776,179,1597,0
2020-06-22,19,"Brooklyn",121,120,1,1461,0,0,0,524,6329,599,121,478,0
2020-06-22,20,"Burlington",25,25,0,259,1,1,0,444,4594,546,45,501,0
2020-06-22,21,"Canaan",0,0,0,0,0,0,0,50,4739,72,0,72,0
2020-06-22,22,"Canterbury",15,14,1,294,0,0,0,305,5980,377,15,362,0
2020-06-22,23,"Canton",93,84,9,906,29,22,7,531,5170,663,98,564,1
2020-06-22,24,"Chaplin",3,3,0,133,0,0,0,141,6250,178,3,175,0
2020-06-22,25,"Cheshire",208,201,7,713,24,21,3,2873,9846,3662,269,3385,8
2020-06-22,26,"Chester",46,45,1,1088,13,12,1,265,6266,383,61,313,9
2020-06-22,27,"Clinton",57,54,3,440,2,2,0,897,6927,1101,60,1040,1
2020-06-22,28,"Colchester",40,38,2,251,1,1,0,1174,7367,1453,45,1407,1
2020-06-22,29,"Colebrook",3,3,0,214,0,0,0,58,4128,88,6,82,0
2020-06-22,30,"Columbia",23,23,0,427,1,1,0,324,6017,388,28,360,0
2020-06-22,31,"Cornwall",5,5,0,365,0,0,0,93,6798,122,8,114,0
2020-06-22,32,"Coventry",43,39,4,346,1,0,1,638,5139,747,41,704,2
2020-06-22,33,"Cromwell",134,122,12,964,33,21,12,1348,9694,1593,144,1448,1
2020-06-22,34,"Danbury",1895,1823,72,2237,122,104,18,8687,10253,11046,2160,8853,33
2020-06-22,35,"Darien",206,203,3,947,5,4,1,1760,8091,2131,242,1887,2
2020-06-22,36,"Deep River",14,12,2,314,0,0,0,278,6229,335,14,320,1
2020-06-22,37,"Derby",166,166,0,1326,4,4,0,1120,8949,1408,205,1202,1
2020-06-22,38,"Durham",38,36,2,528,2,1,1,544,7561,686,46,639,1
2020-06-22,40,"East Granby",9,9,0,175,0,0,0,217,4216,247,9,237,1
2020-06-22,41,"East Haddam",17,17,0,189,1,1,0,449,4996,516,19,497,0
2020-06-22,42,"East Hampton",49,45,4,381,3,0,3,741,5765,889,59,827,3
2020-06-22,43,"East Hartford",868,806,62,1736,87,59,28,3927,7854,4834,929,3876,29
2020-06-22,44,"East Haven",416,394,22,1450,37,23,14,3110,10837,4217,538,3671,8
2020-06-22,45,"East Lyme",147,136,11,788,32,24,8,2028,10877,2394,152,2239,3
2020-06-22,47,"East Windsor",156,142,14,1371,32,21,11,927,8149,1274,181,1074,19
2020-06-22,39,"Eastford",8,8,0,447,0,0,0,72,4022,83,11,72,0
2020-06-22,46,"Easton",32,31,1,426,1,1,0,448,5960,559,34,524,1
2020-06-22,48,"Ellington",68,63,5,417,5,5,0,722,4430,852,77,775,0
2020-06-22,49,"Enfield",595,584,11,1338,22,20,2,3325,7478,3889,647,3213,29
2020-06-22,50,"Essex",39,39,0,584,5,5,0,473,7087,617,46,569,2
2020-06-22,51,"Fairfield",644,594,50,1040,139,95,44,4062,6557,5306,723,4566,17
2020-06-22,52,"Farmington",211,204,7,827,31,27,4,1475,5783,1857,242,1604,11
2020-06-22,53,"Franklin",5,5,0,259,0,0,0,93,4811,116,7,109,0
2020-06-22,54,"Glastonbury",298,277,21,864,74,59,15,2095,6074,2738,368,2365,5
2020-06-22,55,"Goshen",8,8,0,278,0,0,0,177,6148,252,11,241,0
2020-06-22,56,"Granby",21,21,0,185,0,0,0,491,4316,590,28,560,2
2020-06-22,57,"Greenwich",815,779,36,1299,49,41,8,4570,7286,5774,998,4747,29
2020-06-22,58,"Griswold",33,30,3,285,2,0,2,871,7514,1083,33,1050,0
2020-06-22,59,"Groton",124,112,12,320,25,17,8,2846,7356,3488,155,3331,2
2020-06-22,60,"Guilford",101,97,4,455,11,9,2,1818,8183,2232,127,2104,1
2020-06-22,61,"Haddam",29,28,1,353,0,0,0,480,5838,565,35,529,1
2020-06-22,62,"Hamden",1020,983,37,1674,138,118,20,6325,10379,8652,1410,7209,33
2020-06-22,63,"Hampton",2,2,0,108,0,0,0,122,6584,131,2,129,0
2020-06-22,64,"Hartford",2524,2382,142,2059,155,128,27,11477,9362,14458,2733,11637,88
2020-06-22,65,"Hartland",6,6,0,283,0,0,0,69,3255,93,7,85,1
2020-06-22,66,"Harwinton",29,27,2,534,2,1,1,364,6703,517,41,471,5
2020-06-22,67,"Hebron",27,25,2,285,2,1,1,489,5157,580,27,553,0
2020-06-22,68,"Kent",8,7,1,287,0,0,0,154,5530,181,9,172,0
2020-06-22,69,"Killingly",34,32,2,197,0,0,0,1042,6028,1288,36,1250,2
2020-06-22,70,"Killingworth",13,13,0,204,3,3,0,422,6625,517,21,496,0
2020-06-22,71,"Lebanon",25,25,0,347,2,2,0,447,6202,545,30,515,0
2020-06-22,72,"Ledyard",22,22,0,149,2,2,0,1334,9053,1569,26,1543,0
2020-06-22,73,"Lisbon",9,9,0,212,0,0,0,227,5344,273,11,262,0
2020-06-22,74,"Litchfield",39,38,1,480,2,2,0,570,7014,804,50,752,2
2020-06-22,75,"Lyme",2,2,0,86,0,0,0,108,4619,141,2,139,0
2020-06-22,76,"Madison",145,138,7,801,23,18,5,1528,8439,1924,193,1728,3
2020-06-22,77,"Manchester",726,672,54,1258,103,80,23,4019,6965,5163,814,4310,39
2020-06-22,78,"Mansfield",34,32,2,132,3,2,1,554,2146,650,38,610,2
2020-06-22,79,"Marlborough",90,86,4,1416,14,10,4,431,6779,549,99,450,0
2020-06-22,80,"Meriden",869,833,36,1460,69,56,13,5788,9721,7831,992,6815,24
2020-06-22,81,"Middlebury",47,44,3,608,3,1,2,482,6235,699,57,641,1
2020-06-22,82,"Middlefield",18,18,0,411,0,0,0,265,6050,325,25,300,0
2020-06-22,83,"Middletown",613,586,27,1328,80,64,16,3919,8493,5140,730,4398,12
2020-06-22,84,"Milford",667,645,22,1220,85,74,11,4773,8732,6493,829,5647,17
2020-06-22,85,"Monroe",110,107,3,565,5,4,1,1192,6122,1523,124,1397,2
2020-06-22,86,"Montville",291,284,7,1555,0,0,0,2573,13748,2960,305,2644,11
2020-06-22,87,"Morris",14,13,1,619,0,0,0,113,4996,174,15,159,0
2020-06-22,88,"Naugatuck",385,376,9,1231,38,35,3,2282,7294,3295,526,2745,24
2020-06-22,89,"New Britain",1052,981,71,1452,93,71,22,5680,7840,7506,1228,6252,26
2020-06-22,90,"New Canaan",173,170,3,856,35,32,3,1398,6916,1712,233,1476,3
2020-06-22,91,"New Fairfield",112,112,0,807,3,3,0,991,7141,1226,127,1098,1
2020-06-22,92,"New Hartford",25,25,0,374,2,2,0,340,5086,446,34,411,1
2020-06-22,93,"New Haven",2663,2608,55,2042,110,100,10,16764,12854,22659,3407,19189,63
2020-06-22,95,"New London",148,142,6,549,5,5,0,2650,9837,3380,170,3208,2
2020-06-22,96,"New Milford",293,287,6,1086,23,21,2,2370,8786,2965,345,2611,9
2020-06-22,94,"Newington",394,372,22,1308,51,37,14,2466,8189,3313,468,2832,13
2020-06-22,97,"Newtown",236,224,12,850,41,31,10,2143,7716,2891,300,2590,1
2020-06-22,98,"Norfolk",12,11,1,732,0,0,0,97,5915,134,13,121,0
2020-06-22,99,"North Branford",85,81,4,600,5,2,3,1065,7522,1358,96,1261,1
2020-06-22,100,"North Canaan",6,5,1,184,1,0,1,181,5562,235,9,225,1
2020-06-22,101,"North Haven",267,263,4,1127,24,23,1,2186,9227,3010,377,2629,4
2020-06-22,102,"North Stonington",13,12,1,248,1,1,0,320,6103,376,12,364,0
2020-06-22,103,"Norwalk",2065,2010,55,2319,136,117,19,8464,9505,11138,2500,8619,19
2020-06-22,104,"Norwich",104,97,7,266,3,2,1,2919,7459,3618,119,3495,4
2020-06-22,105,"Old Lyme",21,21,0,285,2,2,0,586,7955,745,29,715,1
2020-06-22,106,"Old Saybrook",108,105,3,1071,21,19,2,792,7852,1056,118,934,4
2020-06-22,107,"Orange",121,120,1,867,9,9,0,1151,8251,1530,167,1361,2
2020-06-22,108,"Oxford",80,77,3,605,6,6,0,995,7523,1190,105,1085,0
2020-06-22,109,"Plainfield",37,36,1,244,1,1,0,1042,6867,1284,39,1243,2
2020-06-22,110,"Plainville",172,169,3,976,22,21,1,1208,6855,1618,205,1409,4
2020-06-22,111,"Plymouth",73,68,5,627,1,1,0,696,5977,876,74,800,2
2020-06-22,112,"Pomfret",13,13,0,309,0,0,0,224,5328,252,13,239,0
2020-06-22,113,"Portland",70,66,4,752,14,11,3,616,6620,750,80,668,2
2020-06-22,114,"Preston",16,16,0,345,0,0,0,387,8344,479,20,458,1
2020-06-22,115,"Prospect",57,57,0,582,0,0,0,539,5506,707,67,640,0
2020-06-22,116,"Putnam",30,29,1,319,1,1,0,532,5663,623,32,590,1
2020-06-22,117,"Redding",69,66,3,756,8,7,1,592,6488,754,91,663,0
2020-06-22,118,"Ridgefield",216,204,12,864,42,34,8,2049,8193,2490,241,2246,3
2020-06-22,119,"Rocky Hill",413,394,19,2050,91,78,13,1728,8578,2499,498,1979,22
2020-06-22,120,"Roxbury",8,5,3,370,1,0,1,154,7130,196,6,190,0
2020-06-22,121,"Salem",6,6,0,146,0,0,0,354,8586,425,7,418,0
2020-06-22,122,"Salisbury",12,12,0,334,0,0,0,160,4447,199,17,182,0
2020-06-22,123,"Scotland",0,0,0,0,0,0,0,31,1840,40,0,40,0
2020-06-22,124,"Seymour",231,219,12,1399,49,40,9,1390,8420,1798,276,1517,5
2020-06-22,125,"Sharon",15,15,0,555,0,0,0,182,6733,272,31,241,0
2020-06-22,126,"Shelton",630,589,41,1533,132,103,29,3429,8344,4677,771,3890,16
2020-06-22,127,"Sherman",14,12,2,387,2,0,2,225,6226,267,16,250,1
2020-06-22,128,"Simsbury",113,101,12,452,11,9,2,1327,5312,1765,152,1605,8
2020-06-22,129,"Somers",288,262,26,2658,5,4,1,1122,10356,1228,275,928,25
2020-06-22,132,"South Windsor",166,149,17,637,30,17,13,1345,5162,1693,187,1500,6
2020-06-22,130,"Southbury",192,187,5,977,35,30,5,2180,11091,3066,275,2787,4
2020-06-22,131,"Southington",335,322,13,765,30,25,5,2862,6533,3926,400,3518,8
2020-06-22,133,"Sprague",4,4,0,138,0,0,0,254,8792,312,4,308,0
2020-06-22,134,"Stafford",118,110,8,993,21,16,5,467,3930,557,128,424,5
2020-06-22,135,"Stamford",3262,3191,71,2514,199,175,24,12526,9652,16610,3996,12554,60
2020-06-22,136,"Sterling",2,2,0,53,0,0,0,160,4233,190,2,188,0
2020-06-22,137,"Stonington",30,25,5,163,1,0,1,1261,6835,1497,36,1459,2
2020-06-22,138,"Stratford",862,828,34,1659,76,56,20,4780,9198,6433,1004,5408,21
2020-06-22,139,"Suffield",135,120,15,858,21,13,8,722,4586,884,138,741,5
2020-06-22,140,"Thomaston",56,54,2,741,0,0,0,460,6085,661,70,588,3
2020-06-22,141,"Thompson",39,38,1,415,2,1,1,381,4055,440,44,396,0
2020-06-22,142,"Tolland",49,40,9,334,3,1,2,733,5002,846,46,800,0
2020-06-22,143,"Torrington",543,515,28,1586,93,80,13,2929,8557,4452,715,3703,34
2020-06-22,144,"Trumbull",547,500,47,1528,116,79,37,2836,7921,3795,638,3131,26
2020-06-22,145,"Union",5,4,1,595,0,0,0,23,2738,24,4,20,0
2020-06-22,146,"Vernon",199,187,12,679,20,17,3,1678,5726,2234,223,2002,9
2020-06-22,147,"Voluntown",9,9,0,355,1,1,0,185,7298,217,10,207,0
2020-06-22,148,"Wallingford",483,472,11,1085,68,60,8,4058,9112,5639,674,4928,37
2020-06-22,149,"Warren",5,5,0,357,0,0,0,34,2430,42,6,36,0
2020-06-22,150,"Washington",23,22,1,670,2,2,0,308,8969,360,23,337,0
2020-06-22,151,"Waterbury",1996,1907,89,1847,168,142,26,8462,7828,11767,2548,9142,77
2020-06-22,152,"Waterford",165,157,8,874,25,19,6,1870,9901,2242,182,2058,2
2020-06-22,153,"Watertown",148,141,7,684,5,4,1,1447,6686,2046,202,1841,3
2020-06-22,155,"West Hartford",684,632,52,1087,123,85,38,4003,6360,5009,766,4227,16
2020-06-22,156,"West Haven",1062,1032,30,1935,71,64,7,5542,10099,7608,1353,6230,25
2020-06-22,154,"Westbrook",27,27,0,391,0,0,0,452,6537,548,31,517,0
2020-06-22,157,"Weston",66,63,3,644,2,2,0,693,6763,845,69,776,0
2020-06-22,158,"Westport",304,289,15,1081,23,16,7,2404,8551,2976,359,2610,7
2020-06-22,159,"Wethersfield",253,248,5,970,10,9,1,1728,6625,2246,327,1912,7
2020-06-22,160,"Willington",14,14,0,238,0,0,0,213,3618,250,14,236,0
2020-06-22,161,"Wilton",209,182,27,1136,41,20,21,1266,6882,1620,235,1385,0
2020-06-22,162,"Winchester",51,50,1,479,1,1,0,712,6682,1042,67,974,1
2020-06-22,163,"Windham",249,249,0,1008,10,10,0,2072,8387,2648,278,2362,8
2020-06-22,164,"Windsor",580,535,45,2017,104,70,34,2384,8289,3099,661,2423,15
2020-06-22,165,"Windsor Locks",117,111,6,909,19,17,2,881,6842,1071,153,913,5
2020-06-22,166,"Wolcott",109,103,6,655,9,6,3,936,5622,1247,140,1102,5
2020-06-22,167,"Woodbridge",146,139,7,1658,32,30,2,1000,11357,1443,242,1196,5
2020-06-22,168,"Woodbury",48,47,1,503,2,2,0,651,6826,835,51,784,0
2020-06-22,169,"Woodstock",16,16,0,204,0,0,0,361,4592,404,17,387,0
2020-06-23,1,"Andover",9,9,0,279,0,0,0,160,4952,182,9,173,0
2020-06-23,2,"Ansonia",282,274,8,1506,6,5,1,1613,8616,2038,334,1698,6
2020-06-23,3,"Ashford",18,18,0,422,0,0,0,225,5280,259,23,236,0
2020-06-23,4,"Avon",141,133,8,770,29,22,7,1064,5814,1271,151,1118,2
2020-06-23,5,"Barkhamsted",25,24,1,690,0,0,0,186,5132,206,25,180,1
2020-06-23,6,"Beacon Falls",50,50,0,809,0,0,0,409,6616,505,58,444,3
2020-06-23,7,"Berlin",162,155,7,793,16,13,3,1347,6593,1718,190,1524,4
2020-06-23,8,"Bethany",38,38,0,694,1,1,0,477,8706,624,64,557,3
2020-06-23,9,"Bethel",257,248,9,1304,30,22,8,1761,8933,2376,294,2080,2
2020-06-23,10,"Bethlehem",12,11,1,351,1,0,1,210,6137,273,22,251,0
2020-06-23,11,"Bloomfield",505,473,32,2371,84,64,20,2494,11708,3477,629,2802,46
2020-06-23,12,"Bolton",21,20,1,429,3,3,0,243,4969,282,29,253,0
2020-06-23,13,"Bozrah",7,7,0,276,0,0,0,169,6661,214,8,206,0
2020-06-23,14,"Branford",339,332,7,1210,40,38,2,3023,10795,4114,482,3622,10
2020-06-23,15,"Bridgeport",3638,3511,127,2511,152,114,38,15968,11020,20701,4228,16356,117
2020-06-23,16,"Bridgewater",8,8,0,488,0,0,0,112,6825,133,10,123,0
2020-06-23,17,"Bristol",604,587,17,1006,72,64,8,4043,6735,4794,668,4107,19
2020-06-23,18,"Brookfield",162,158,4,953,8,5,3,1477,8687,1801,196,1605,0
2020-06-23,19,"Brooklyn",122,121,1,1473,0,0,0,525,6341,597,125,472,0
2020-06-23,20,"Burlington",25,25,0,259,1,1,0,444,4594,526,44,482,0
2020-06-23,21,"Canaan",0,0,0,0,0,0,0,50,4739,62,0,62,0
2020-06-23,22,"Canterbury",15,14,1,294,0,0,0,306,6000,364,14,350,0
2020-06-23,23,"Canton",93,84,9,906,29,22,7,531,5170,638,95,542,1
2020-06-23,24,"Chaplin",3,3,0,133,0,0,0,141,6250,177,3,174,0
2020-06-23,25,"Cheshire",208,201,7,713,24,21,3,2876,9856,3673,270,3395,8
2020-06-23,26,"Chester",46,45,1,1088,13,12,1,267,6314,394,69,315,10
2020-06-23,27,"Clinton",57,54,3,440,2,2,0,904,6981,1104,60,1043,1
2020-06-23,28,"Colchester",40,38,2,251,1,1,0,1174,7367,1429,44,1384,1
2020-06-23,29,"Colebrook",3,3,0,214,0,0,0,58,4128,74,4,70,0
2020-06-23,30,"Columbia",23,23,0,427,1,1,0,324,6017,385,28,357,0
2020-06-23,31,"Cornwall",5,5,0,365,0,0,0,93,6798,115,5,110,0
2020-06-23,32,"Coventry",43,39,4,346,1,0,1,638,5139,745,41,702,2
2020-06-23,33,"Cromwell",134,122,12,964,33,21,12,1348,9694,1584,144,1439,1
2020-06-23,34,"Danbury",1895,1823,72,2237,122,104,18,8690,10256,11138,2207,8895,36
2020-06-23,35,"Darien",205,202,3,942,5,4,1,1760,8091,2150,259,1889,2
2020-06-23,36,"Deep River",14,12,2,314,0,0,0,280,6274,337,14,322,1
2020-06-23,37,"Derby",166,166,0,1326,4,4,0,1123,8973,1407,204,1202,1
2020-06-23,38,"Durham",38,36,2,528,2,1,1,548,7616,687,46,640,1
2020-06-23,40,"East Granby",9,9,0,175,0,0,0,217,4216,246,10,235,1
2020-06-23,41,"East Haddam",17,17,0,189,1,1,0,449,4996,509,19,490,0
2020-06-23,42,"East Hampton",49,45,4,381,3,0,3,741,5765,884,60,821,3
2020-06-23,43,"East Hartford",868,806,62,1736,87,59,28,3928,7856,4833,933,3871,29
2020-06-23,44,"East Haven",417,395,22,1453,38,24,14,3134,10920,4250,544,3698,8
2020-06-23,45,"East Lyme",147,136,11,788,32,24,8,2040,10941,2409,153,2253,3
2020-06-23,47,"East Windsor",156,142,14,1371,32,21,11,927,8149,1285,189,1077,19
2020-06-23,39,"Eastford",8,8,0,447,0,0,0,72,4022,82,10,72,0
2020-06-23,46,"Easton",32,31,1,426,1,1,0,452,6013,546,32,513,1
2020-06-23,48,"Ellington",68,63,5,417,5,5,0,722,4430,852,78,774,0
2020-06-23,49,"Enfield",595,584,11,1338,22,20,2,3325,7478,3903,653,3220,30
2020-06-23,50,"Essex",40,40,0,599,6,6,0,481,7207,626,48,576,2
2020-06-23,51,"Fairfield",645,595,50,1041,139,95,44,4095,6610,5295,731,4545,19
2020-06-23,52,"Farmington",211,204,7,827,31,27,4,1476,5787,1860,245,1603,12
2020-06-23,53,"Franklin",5,5,0,259,0,0,0,94,4863,114,7,107,0
2020-06-23,54,"Glastonbury",298,277,21,864,74,59,15,2096,6077,2719,366,2348,5
2020-06-23,55,"Goshen",8,8,0,278,0,0,0,177,6148,211,8,203,0
2020-06-23,56,"Granby",21,21,0,185,0,0,0,491,4316,587,28,557,2
2020-06-23,57,"Greenwich",815,779,36,1299,50,42,8,4585,7309,5817,1013,4774,30
2020-06-23,58,"Griswold",33,30,3,285,2,0,2,872,7523,1059,33,1026,0
2020-06-23,59,"Groton",125,113,12,323,25,17,8,2878,7438,3512,156,3354,2
2020-06-23,60,"Guilford",101,97,4,455,11,9,2,1838,8273,2257,129,2127,1
2020-06-23,61,"Haddam",29,28,1,353,0,0,0,482,5862,564,34,529,1
2020-06-23,62,"Hamden",1021,984,37,1675,138,118,20,6353,10425,8704,1415,7255,34
2020-06-23,63,"Hampton",2,2,0,108,0,0,0,122,6584,131,2,129,0
2020-06-23,64,"Hartford",2526,2384,142,2061,155,128,27,11480,9365,14475,2750,11637,88
2020-06-23,65,"Hartland",6,6,0,283,0,0,0,69,3255,87,6,80,1
2020-06-23,66,"Harwinton",29,27,2,534,2,1,1,364,6703,464,35,424,5
2020-06-23,67,"Hebron",27,25,2,285,2,1,1,489,5157,576,27,549,0
2020-06-23,68,"Kent",8,7,1,287,0,0,0,154,5530,179,10,169,0
2020-06-23,69,"Killingly",34,32,2,197,0,0,0,1042,6028,1272,35,1235,2
2020-06-23,70,"Killingworth",13,13,0,204,3,3,0,427,6703,519,20,499,0
2020-06-23,71,"Lebanon",25,25,0,347,2,2,0,447,6202,532,30,502,0
2020-06-23,72,"Ledyard",22,22,0,149,2,2,0,1341,9100,1562,26,1536,0
2020-06-23,73,"Lisbon",9,9,0,212,0,0,0,228,5367,266,11,255,0
2020-06-23,74,"Litchfield",39,38,1,480,2,2,0,570,7014,728,49,677,2
2020-06-23,75,"Lyme",2,2,0,86,0,0,0,108,4619,139,2,137,0
2020-06-23,76,"Madison",145,138,7,801,23,18,5,1539,8500,1939,195,1741,3
2020-06-23,77,"Manchester",726,672,54,1258,103,80,23,4019,6965,5185,827,4318,40
2020-06-23,78,"Mansfield",34,32,2,132,3,2,1,554,2146,644,38,604,2
2020-06-23,79,"Marlborough",90,86,4,1416,14,10,4,431,6779,546,98,448,0
2020-06-23,80,"Meriden",869,833,36,1460,69,56,13,5795,9733,7635,990,6621,24
2020-06-23,81,"Middlebury",47,44,3,608,3,1,2,482,6235,687,57,629,1
2020-06-23,82,"Middlefield",18,18,0,411,0,0,0,265,6050,319,24,295,0
2020-06-23,83,"Middletown",613,586,27,1328,80,64,16,3921,8497,4974,725,4237,12
2020-06-23,84,"Milford",667,645,22,1220,85,74,11,4809,8798,6502,827,5658,17
2020-06-23,85,"Monroe",110,107,3,565,5,4,1,1203,6179,1501,123,1376,2
2020-06-23,86,"Montville",290,283,7,1549,0,0,0,2578,13774,2952,306,2635,11
2020-06-23,87,"Morris",14,13,1,619,0,0,0,113,4996,158,13,145,0
2020-06-23,88,"Naugatuck",385,376,9,1231,38,35,3,2284,7300,3241,513,2704,24
2020-06-23,89,"New Britain",1052,981,71,1452,93,71,22,5681,7841,7447,1216,6205,26
2020-06-23,90,"New Canaan",173,170,3,856,35,32,3,1400,6926,1729,245,1481,3
2020-06-23,91,"New Fairfield",112,112,0,807,3,3,0,992,7149,1243,135,1107,1
2020-06-23,92,"New Hartford",25,25,0,374,2,2,0,340,5086,402,30,371,1
2020-06-23,93,"New Haven",2665,2610,55,2043,110,100,10,16860,12928,22809,3428,19314,67
2020-06-23,95,"New London",148,142,6,549,5,5,0,2668,9904,3392,170,3220,2
2020-06-23,96,"New Milford",293,287,6,1086,23,21,2,2370,8786,2981,351,2621,9
2020-06-23,94,"Newington",394,372,22,1308,51,37,14,2467,8193,3319,477,2829,13
2020-06-23,97,"Newtown",236,224,12,850,42,32,10,2144,7719,2906,311,2594,1
2020-06-23,98,"Norfolk",12,11,1,732,0,0,0,98,5976,120,12,108,0
2020-06-23,99,"North Branford",84,80,4,593,5,2,3,1074,7586,1354,91,1262,1
2020-06-23,100,"North Canaan",6,5,1,184,1,0,1,181,5562,222,8,213,1
2020-06-23,101,"North Haven",267,263,4,1127,24,23,1,2211,9333,3028,376,2647,5
2020-06-23,102,"North Stonington",13,12,1,248,1,1,0,323,6161,376,12,364,0
2020-06-23,103,"Norwalk",2065,2010,55,2319,136,117,19,8477,9520,11262,2567,8676,19
2020-06-23,104,"Norwich",104,97,7,266,3,2,1,2922,7466,3530,117,3409,4
2020-06-23,105,"Old Lyme",21,21,0,285,2,2,0,590,8010,750,29,720,1
2020-06-23,106,"Old Saybrook",108,105,3,1071,22,20,2,798,7911,1056,119,933,4
2020-06-23,107,"Orange",121,120,1,867,9,9,0,1157,8295,1530,168,1360,2
2020-06-23,108,"Oxford",80,77,3,605,6,6,0,998,7546,1181,102,1079,0
2020-06-23,109,"Plainfield",37,36,1,244,1,1,0,1042,6867,1261,40,1219,2
2020-06-23,110,"Plainville",172,169,3,976,23,22,1,1209,6860,1599,204,1390,5
2020-06-23,111,"Plymouth",73,68,5,627,1,1,0,696,5977,851,73,776,2
2020-06-23,112,"Pomfret",13,13,0,309,0,0,0,224,5328,250,13,237,0
2020-06-23,113,"Portland",70,66,4,752,14,11,3,616,6620,745,79,664,2
2020-06-23,114,"Preston",15,15,0,323,0,0,0,387,8344,467,18,447,2
2020-06-23,115,"Prospect",57,57,0,582,0,0,0,541,5526,699,65,634,0
2020-06-23,116,"Putnam",30,29,1,319,1,1,0,532,5663,617,32,584,1
2020-06-23,117,"Redding",69,66,3,756,8,7,1,592,6488,761,95,666,0
2020-06-23,118,"Ridgefield",216,204,12,864,42,34,8,2049,8193,2545,279,2263,3
2020-06-23,119,"Rocky Hill",413,394,19,2050,91,78,13,1729,8583,2508,506,1980,22
