"dateupdated","cnty_cod","county","totalcases","confirmedcases","probablecases","totalcaserate","hospitalization","totaldeaths","confirmeddeaths","probabledeaths"
2020-10-20 00:00:00,8,"Windham",1280,1263,17,1094,3,17,16,1
2020-10-21 00:00:00,1,"Fairfield",22088,21195,893,2340,55,1429,1115,314
2020-10-21 00:00:00,2,"Hartford",16911,16164,747,1894,82,1459,1137,322
2020-10-21 00:00:00,3,"Litchfield",2086,1992,94,1152,3,143,122,21
2020-10-21 00:00:00,4,"Middlesex",1853,1772,81,1139,3,196,157,39
2020-10-21 00:00:00,5,"New Haven",15952,15373,579,1860,60,1122,964,158
2020-10-21 00:00:00,6,"New London",3386,3296,90,1269,23,135,103,32
2020-10-21 00:00:00,7,"Tolland",1655,1533,122,1097,2,68,53,15
2020-10-21 00:00:00,8,"Windham",1305,1288,17,1115,4,17,16,1
2020-10-22 00:00:00,1,"Fairfield",22322,21408,914,2365,56,1430,1116,314
2020-10-22 00:00:00,2,"Hartford",17062,16311,751,1911,83,1464,1142,322
2020-10-22 00:00:00,3,"Litchfield",2116,2022,94,1168,2,143,122,21
2020-10-22 00:00:00,4,"Middlesex",1873,1790,83,1151,2,196,157,39
2020-10-22 00:00:00,5,"New Haven",16073,15477,596,1874,63,1123,965,158
2020-10-22 00:00:00,6,"New London",3456,3364,92,1295,23,136,103,33
2020-10-22 00:00:00,7,"Tolland",1689,1567,122,1119,2,68,53,15
2020-10-22 00:00:00,8,"Windham",1324,1307,17,1131,2,17,16,1
2020-10-25 00:00:00,1,"Fairfield",22893,21994,899,2426,66,1431,1116,315
2020-10-25 00:00:00,2,"Hartford",17516,16754,762,1962,95,1469,1146,323
2020-10-25 00:00:00,3,"Litchfield",2192,2099,93,1210,1,143,122,21
2020-10-25 00:00:00,4,"Middlesex",1937,1853,84,1191,4,196,157,39
2020-10-25 00:00:00,5,"New Haven",16594,15997,597,1935,75,1126,968,158
2020-10-25 00:00:00,6,"New London",3660,3567,93,1372,24,138,104,34
2020-10-25 00:00:00,7,"Tolland",1724,1599,125,1142,2,68,53,15
2020-10-25 00:00:00,8,"Windham",1394,1377,17,1191,3,17,16,1
