"dateupdated","cnty_cod","county","totalcases","confirmedcases","probablecases","totalcaserate","hospitalization","totaldeaths","confirmeddeaths","probabledeaths"
2020-08-19 00:00:00,4,"Middlesex",1425,1363,62,876,5,192,154,38
2020-08-19 00:00:00,5,"New Haven",13422,12999,423,1565,20,1111,959,152
2020-08-19 00:00:00,6,"New London",1503,1437,66,563,2,106,79,27
2020-08-19 00:00:00,7,"Tolland",1082,1019,63,717,0,65,51,14
2020-08-19 00:00:00,8,"Windham",767,757,10,655,0,15,14,1
2020-08-20 00:00:00,1,"Fairfield",18434,17749,685,1953,12,1411,1098,313
2020-08-20 00:00:00,2,"Hartford",13002,12355,647,1456,14,1422,1102,320
2020-08-20 00:00:00,3,"Litchfield",1645,1576,69,908,0,139,118,21
2020-08-20 00:00:00,4,"Middlesex",1426,1364,62,877,5,192,154,38
2020-08-20 00:00:00,5,"New Haven",13442,13013,429,1567,20,1111,959,152
2020-08-20 00:00:00,6,"New London",1505,1438,67,564,3,105,78,27
2020-08-20 00:00:00,7,"Tolland",1083,1020,63,718,0,65,51,14
2020-08-20 00:00:00,8,"Windham",768,758,10,656,0,15,14,1
2020-08-23 00:00:00,1,"Fairfield",18605,17899,706,1971,12,1411,1098,313
2020-08-23 00:00:00,2,"Hartford",13180,12532,648,1476,14,1422,1102,320
2020-08-23 00:00:00,3,"Litchfield",1658,1588,70,915,0,139,118,21
2020-08-23 00:00:00,4,"Middlesex",1434,1371,63,881,5,192,154,38
2020-08-23 00:00:00,5,"New Haven",13518,13083,435,1576,22,1111,959,152
2020-08-23 00:00:00,6,"New London",1517,1450,67,569,4,105,78,27
2020-08-23 00:00:00,7,"Tolland",1085,1023,62,719,0,65,51,14
2020-08-23 00:00:00,8,"Windham",780,770,10,667,0,15,14,1
2020-08-24 00:00:00,1,"Fairfield",18622,17916,706,1973,15,1412,1099,313
2020-08-24 00:00:00,2,"Hartford",13184,12538,646,1477,15,1424,1105,319
2020-08-24 00:00:00,3,"Litchfield",1658,1588,70,915,0,139,118,21
2020-08-24 00:00:00,4,"Middlesex",1436,1373,63,883,5,192,154,38
2020-08-24 00:00:00,5,"New Haven",13524,13091,433,1577,20,1110,960,150
2020-08-24 00:00:00,6,"New London",1520,1453,67,570,4,106,79,27
2020-08-24 00:00:00,7,"Tolland",1090,1028,62,722,0,65,51,14
2020-08-24 00:00:00,8,"Windham",780,770,10,667,0,15,14,1
2020-08-25 00:00:00,1,"Fairfield",18667,17955,712,1978,16,1413,1099,314
2020-08-25 00:00:00,2,"Hartford",13273,12627,646,1487,15,1424,1105,319
2020-08-25 00:00:00,3,"Litchfield",1662,1590,72,918,0,139,118,21
2020-08-25 00:00:00,4,"Middlesex",1437,1374,63,883,4,192,154,38
2020-08-25 00:00:00,5,"New Haven",13556,13118,438,1581,19,1109,959,150
2020-08-25 00:00:00,6,"New London",1526,1458,68,572,3,106,79,27
2020-08-25 00:00:00,7,"Tolland",1093,1027,66,724,0,65,51,14
2020-08-25 00:00:00,8,"Windham",785,775,10,671,0,15,14,1
2020-08-26 00:00:00,1,"Fairfield",18721,18005,716,1984,15,1413,1099,314
2020-08-26 00:00:00,2,"Hartford",13307,12660,647,1491,14,1426,1105,321
2020-08-26 00:00:00,3,"Litchfield",1673,1600,73,924,0,139,118,21
2020-08-26 00:00:00,4,"Middlesex",1438,1375,63,884,2,192,154,38
2020-08-26 00:00:00,5,"New Haven",13584,13143,441,1584,21,1109,959,150
2020-08-26 00:00:00,6,"New London",1526,1459,67,572,4,106,79,27
2020-08-26 00:00:00,7,"Tolland",1112,1045,67,737,0,65,51,14
2020-08-26 00:00:00,8,"Windham",785,775,10,671,0,15,14,1
2020-08-27 00:00:00,1,"Fairfield",18774,18049,725,1989,14,1413,1099,314
2020-08-27 00:00:00,2,"Hartford",13392,12739,653,1500,17,1426,1105,321
2020-08-27 00:00:00,3,"Litchfield",1688,1614,74,932,1,139,118,21
2020-08-27 00:00:00,4,"Middlesex",1446,1382,64,889,2,192,154,38
2020-08-27 00:00:00,5,"New Haven",13622,13177,445,1588,22,1109,959,150
2020-08-27 00:00:00,6,"New London",1554,1486,68,582,3,106,79,27
2020-08-27 00:00:00,7,"Tolland",1126,1059,67,746,0,65,51,14
2020-08-27 00:00:00,8,"Windham",789,779,10,674,1,15,14,1
2020-08-30 00:00:00,1,"Fairfield",18903,18165,738,2003,14,1414,1100,314
2020-08-30 00:00:00,2,"Hartford",13504,12845,659,1513,13,1425,1104,321
2020-08-30 00:00:00,3,"Litchfield",1709,1636,73,944,1,138,118,20
2020-08-30 00:00:00,4,"Middlesex",1455,1391,64,894,4,192,154,38
2020-08-30 00:00:00,5,"New Haven",13675,13230,445,1595,16,1109,959,150
2020-08-30 00:00:00,6,"New London",1577,1509,68,591,4,107,80,27
2020-08-30 00:00:00,7,"Tolland",1145,1078,67,759,0,65,51,14
2020-08-30 00:00:00,8,"Windham",801,791,10,684,0,15,14,1
2020-08-31 00:00:00,1,"Fairfield",18939,18204,735,2007,13,1415,1101,314
2020-08-31 00:00:00,2,"Hartford",13529,12870,659,1516,15,1425,1104,321
2020-08-31 00:00:00,3,"Litchfield",1713,1640,73,946,1,138,118,20
2020-08-31 00:00:00,4,"Middlesex",1466,1402,64,901,5,192,154,38
2020-08-31 00:00:00,5,"New Haven",13711,13266,445,1599,17,1109,959,150
2020-08-31 00:00:00,6,"New London",1587,1519,68,595,4,107,80,27
2020-08-31 00:00:00,7,"Tolland",1147,1080,67,760,0,65,51,14
2020-08-31 00:00:00,8,"Windham",807,797,10,690,1,15,14,1
2020-09-01 00:00:00,1,"Fairfield",18965,18229,736,2009,16,1415,1101,314
2020-09-01 00:00:00,2,"Hartford",13561,12901,660,1519,14,1426,1105,321
2020-09-01 00:00:00,3,"Litchfield",1717,1644,73,948,2,138,118,20
2020-09-01 00:00:00,4,"Middlesex",1469,1405,64,903,5,192,154,38
2020-09-01 00:00:00,5,"New Haven",13736,13288,448,1602,22,1109,959,150
2020-09-01 00:00:00,6,"New London",1590,1522,68,596,6,107,80,27
2020-09-01 00:00:00,7,"Tolland",1153,1085,68,764,0,65,51,14
2020-09-01 00:00:00,8,"Windham",810,800,10,692,0,15,14,1
2020-09-02 00:00:00,1,"Fairfield",18995,18257,738,2013,16,1415,1101,314
2020-09-02 00:00:00,2,"Hartford",13598,12938,660,1523,16,1426,1105,321
2020-09-02 00:00:00,3,"Litchfield",1721,1648,73,950,3,139,119,20
2020-09-02 00:00:00,4,"Middlesex",1469,1405,64,903,5,192,154,38
2020-09-02 00:00:00,5,"New Haven",13763,13314,449,1605,18,1109,959,150
2020-09-02 00:00:00,6,"New London",1598,1530,68,599,7,107,80,27
2020-09-02 00:00:00,7,"Tolland",1158,1089,69,767,0,65,51,14
2020-09-02 00:00:00,8,"Windham",810,800,10,692,0,15,14,1
2020-09-03 00:00:00,1,"Fairfield",19031,18292,739,2016,14,1415,1101,314
2020-09-03 00:00:00,2,"Hartford",13635,12972,663,1527,15,1426,1105,321
2020-09-03 00:00:00,3,"Litchfield",1728,1654,74,954,2,139,119,20
2020-09-03 00:00:00,4,"Middlesex",1484,1419,65,912,6,192,154,38
2020-09-03 00:00:00,5,"New Haven",13793,13339,454,1608,14,1109,959,150
2020-09-03 00:00:00,6,"New London",1620,1552,68,607,7,107,80,27
2020-09-03 00:00:00,7,"Tolland",1161,1092,69,769,0,65,51,14
2020-09-03 00:00:00,8,"Windham",813,803,10,695,0,15,14,1
2020-09-07 00:00:00,1,"Fairfield",19135,18385,750,2027,8,1417,1103,314
2020-09-07 00:00:00,2,"Hartford",13771,13099,672,1543,16,1428,1107,321
2020-09-07 00:00:00,3,"Litchfield",1751,1673,78,967,4,139,119,20
2020-09-07 00:00:00,4,"Middlesex",1496,1431,65,920,2,193,155,38
2020-09-07 00:00:00,5,"New Haven",13858,13390,468,1616,14,1109,959,150
2020-09-07 00:00:00,6,"New London",1643,1575,68,616,6,108,81,27
2020-09-07 00:00:00,7,"Tolland",1191,1118,73,789,0,65,51,14
2020-09-07 00:00:00,8,"Windham",825,815,10,705,0,15,14,1
2020-09-08 00:00:00,1,"Fairfield",19159,18405,754,2030,9,1417,1103,314
2020-09-08 00:00:00,2,"Hartford",13796,13123,673,1545,20,1428,1107,321
2020-09-08 00:00:00,3,"Litchfield",1752,1673,79,967,5,139,119,20
2020-09-08 00:00:00,4,"Middlesex",1499,1434,65,921,2,193,155,38
2020-09-08 00:00:00,5,"New Haven",13877,13407,470,1618,15,1109,959,150
2020-09-08 00:00:00,6,"New London",1649,1581,68,618,6,108,81,27
2020-09-08 00:00:00,7,"Tolland",1200,1118,82,795,0,65,51,14
2020-09-08 00:00:00,8,"Windham",828,818,10,708,0,15,14,1
2020-09-09 00:00:00,1,"Fairfield",19260,18495,765,2041,9,1417,1103,314
2020-09-09 00:00:00,2,"Hartford",13853,13186,667,1552,15,1430,1109,321
2020-09-09 00:00:00,3,"Litchfield",1763,1684,79,973,5,139,119,20
2020-09-09 00:00:00,4,"Middlesex",1505,1440,65,925,1,193,155,38
2020-09-09 00:00:00,5,"New Haven",13917,13445,472,1623,14,1110,960,150
2020-09-09 00:00:00,6,"New London",1649,1581,68,618,8,109,82,27
2020-09-09 00:00:00,7,"Tolland",1215,1128,87,805,0,65,51,14
2020-09-09 00:00:00,8,"Windham",828,818,10,708,0,15,14,1
2020-09-10 00:00:00,1,"Fairfield",19360,18589,771,2051,11,1418,1104,314
2020-09-10 00:00:00,2,"Hartford",13886,13220,666,1556,16,1430,1109,321
2020-09-10 00:00:00,3,"Litchfield",1773,1692,81,979,4,139,119,20
2020-09-10 00:00:00,4,"Middlesex",1512,1447,65,929,1,193,155,38
2020-09-10 00:00:00,5,"New Haven",13961,13486,475,1628,13,1110,960,150
2020-09-10 00:00:00,6,"New London",1651,1583,68,619,6,110,83,27
2020-09-10 00:00:00,7,"Tolland",1232,1140,92,816,0,65,51,14
2020-09-10 00:00:00,8,"Windham",844,834,10,721,0,15,14,1
2020-09-13 00:00:00,1,"Fairfield",19518,18739,779,2068,15,1419,1105,314
2020-09-13 00:00:00,2,"Hartford",14060,13389,671,1575,22,1431,1109,322
2020-09-13 00:00:00,3,"Litchfield",1793,1708,85,990,3,140,119,21
2020-09-13 00:00:00,4,"Middlesex",1524,1456,68,937,2,193,154,39
2020-09-13 00:00:00,5,"New Haven",14059,13574,485,1639,16,1111,955,156
2020-09-13 00:00:00,6,"New London",1677,1608,69,629,5,111,83,28
2020-09-13 00:00:00,7,"Tolland",1270,1171,99,841,0,65,51,14
2020-09-13 00:00:00,8,"Windham",868,858,10,742,1,15,14,1
2020-09-14 00:00:00,1,"Fairfield",19558,18782,776,2072,12,1419,1105,314
2020-09-14 00:00:00,2,"Hartford",14099,13429,670,1579,28,1431,1109,322
2020-09-14 00:00:00,3,"Litchfield",1798,1715,83,993,2,140,119,21
2020-09-14 00:00:00,4,"Middlesex",1527,1459,68,939,2,193,154,39
2020-09-14 00:00:00,5,"New Haven",14082,13596,486,1642,22,1111,955,156
2020-09-14 00:00:00,6,"New London",1682,1613,69,630,4,111,83,28
2020-09-14 00:00:00,7,"Tolland",1281,1185,96,849,0,65,51,14
2020-09-14 00:00:00,8,"Windham",878,868,10,750,1,15,14,1
2020-09-15 00:00:00,1,"Fairfield",19611,18826,785,2078,10,1419,1105,314
2020-09-15 00:00:00,2,"Hartford",14130,13456,674,1583,29,1433,1111,322
2020-09-15 00:00:00,3,"Litchfield",1804,1717,87,996,2,140,119,21
2020-09-15 00:00:00,4,"Middlesex",1531,1462,69,941,3,193,154,39
2020-09-15 00:00:00,5,"New Haven",14102,13612,490,1644,21,1111,955,156
2020-09-15 00:00:00,6,"New London",1689,1620,69,633,4,111,83,28
2020-09-15 00:00:00,7,"Tolland",1283,1185,98,850,0,65,51,14
2020-09-15 00:00:00,8,"Windham",884,874,10,755,1,15,14,1
2020-09-16 00:00:00,1,"Fairfield",19678,18892,786,2085,16,1419,1105,314
2020-09-16 00:00:00,2,"Hartford",14205,13528,677,1591,27,1434,1112,322
2020-09-16 00:00:00,3,"Litchfield",1815,1727,88,1002,2,140,119,21
2020-09-16 00:00:00,4,"Middlesex",1537,1468,69,945,4,193,154,39
2020-09-16 00:00:00,5,"New Haven",14145,13651,494,1649,21,1111,955,156
2020-09-16 00:00:00,6,"New London",1705,1635,70,639,4,111,83,28
2020-09-16 00:00:00,7,"Tolland",1289,1189,100,854,0,65,51,14
2020-09-16 00:00:00,8,"Windham",890,880,10,761,1,15,14,1
2020-09-17 00:00:00,1,"Fairfield",19716,18927,789,2089,17,1420,1106,314
2020-09-17 00:00:00,2,"Hartford",14253,13576,677,1597,27,1434,1112,322
2020-09-17 00:00:00,3,"Litchfield",1822,1733,89,1006,1,140,119,21
2020-09-17 00:00:00,4,"Middlesex",1542,1472,70,948,4,193,154,39
2020-09-17 00:00:00,5,"New Haven",14164,13667,497,1652,25,1111,955,156
2020-09-17 00:00:00,6,"New London",1717,1646,71,644,2,114,86,28
2020-09-17 00:00:00,7,"Tolland",1293,1192,101,857,0,65,51,14
2020-09-17 00:00:00,8,"Windham",899,889,10,768,1,15,14,1
2020-09-20 00:00:00,1,"Fairfield",19848,19053,795,2103,16,1420,1106,314
2020-09-20 00:00:00,2,"Hartford",14370,13691,679,1610,21,1434,1112,322
2020-09-20 00:00:00,3,"Litchfield",1841,1750,91,1017,1,140,119,21
2020-09-20 00:00:00,4,"Middlesex",1552,1483,69,954,2,193,154,39
2020-09-20 00:00:00,5,"New Haven",14261,13761,500,1663,21,1112,956,156
2020-09-20 00:00:00,6,"New London",1774,1701,73,665,4,114,86,28
2020-09-20 00:00:00,7,"Tolland",1312,1202,110,869,0,66,52,14
2020-09-20 00:00:00,8,"Windham",924,913,11,790,3,15,14,1
2020-09-21 00:00:00,1,"Fairfield",19891,19093,798,2107,17,1421,1107,314
2020-09-21 00:00:00,2,"Hartford",14414,13729,685,1615,22,1434,1112,322
2020-09-21 00:00:00,3,"Litchfield",1845,1754,91,1019,1,140,119,21
2020-09-21 00:00:00,4,"Middlesex",1556,1487,69,956,2,193,154,39
2020-09-21 00:00:00,5,"New Haven",14278,13777,501,1665,17,1113,957,156
2020-09-21 00:00:00,6,"New London",1782,1709,73,668,8,114,86,28
2020-09-21 00:00:00,7,"Tolland",1323,1209,114,877,0,66,52,14
2020-09-21 00:00:00,8,"Windham",934,923,11,798,3,15,14,1
2020-09-22 00:00:00,1,"Fairfield",19949,19147,802,2114,17,1421,1107,314
2020-09-22 00:00:00,2,"Hartford",14456,13775,681,1619,26,1434,1112,322
2020-09-22 00:00:00,3,"Litchfield",1849,1758,91,1021,1,140,119,21
2020-09-22 00:00:00,4,"Middlesex",1560,1491,69,959,3,193,154,39
2020-09-22 00:00:00,5,"New Haven",14294,13792,502,1667,14,1114,957,157
2020-09-22 00:00:00,6,"New London",1803,1730,73,676,9,114,86,28
2020-09-22 00:00:00,7,"Tolland",1328,1215,113,880,0,66,52,14
2020-09-22 00:00:00,8,"Windham",941,930,11,804,3,15,14,1
2020-09-23 00:00:00,1,"Fairfield",19985,19178,807,2117,14,1421,1107,314
2020-09-23 00:00:00,2,"Hartford",14506,13821,685,1625,28,1434,1112,322
2020-09-23 00:00:00,3,"Litchfield",1856,1763,93,1025,0,141,120,21
2020-09-23 00:00:00,4,"Middlesex",1564,1495,69,961,1,193,154,39
2020-09-23 00:00:00,5,"New Haven",14319,13816,503,1670,14,1115,958,157
2020-09-23 00:00:00,6,"New London",1830,1756,74,686,11,114,86,28
2020-09-23 00:00:00,7,"Tolland",1334,1221,113,884,0,66,52,14
2020-09-23 00:00:00,8,"Windham",948,937,11,810,4,15,14,1
2020-09-24 00:00:00,1,"Fairfield",20015,19205,810,2121,15,1422,1108,314
2020-09-24 00:00:00,2,"Hartford",14539,13854,685,1629,30,1434,1112,322
2020-09-24 00:00:00,3,"Litchfield",1857,1764,93,1025,0,141,120,21
2020-09-24 00:00:00,4,"Middlesex",1566,1497,69,963,2,193,154,39
2020-09-24 00:00:00,5,"New Haven",14340,13830,510,1672,14,1115,958,157
2020-09-24 00:00:00,6,"New London",1843,1769,74,691,11,114,86,28
2020-09-24 00:00:00,7,"Tolland",1337,1223,114,886,0,67,52,15
2020-09-24 00:00:00,8,"Windham",958,946,12,819,4,15,14,1
2020-09-27 00:00:00,1,"Fairfield",20141,19324,817,2134,16,1422,1108,314
2020-09-27 00:00:00,2,"Hartford",14670,13981,689,1643,25,1434,1112,322
2020-09-27 00:00:00,3,"Litchfield",1872,1777,95,1034,0,141,120,21
2020-09-27 00:00:00,4,"Middlesex",1583,1511,72,973,3,193,154,39
2020-09-27 00:00:00,5,"New Haven",14434,13907,527,1683,16,1115,958,157
2020-09-27 00:00:00,6,"New London",1959,1882,77,734,14,115,87,28
2020-09-27 00:00:00,7,"Tolland",1356,1245,111,898,0,67,52,15
2020-09-27 00:00:00,8,"Windham",985,973,12,842,1,16,15,1
2020-09-28 00:00:00,1,"Fairfield",20190,19370,820,2139,20,1422,1108,314
2020-09-28 00:00:00,2,"Hartford",14737,14045,692,1651,31,1436,1114,322
2020-09-28 00:00:00,3,"Litchfield",1874,1779,95,1035,0,141,120,21
2020-09-28 00:00:00,4,"Middlesex",1588,1516,72,976,5,193,154,39
2020-09-28 00:00:00,5,"New Haven",14451,13923,528,1685,21,1115,958,157
2020-09-28 00:00:00,6,"New London",1994,1917,77,747,13,115,87,28
2020-09-28 00:00:00,7,"Tolland",1359,1249,110,900,0,67,52,15
2020-09-28 00:00:00,8,"Windham",990,978,12,846,2,16,15,1
2020-09-29 00:00:00,1,"Fairfield",20225,19403,822,2143,23,1422,1108,314
2020-09-29 00:00:00,2,"Hartford",14801,14107,694,1658,38,1437,1115,322
2020-09-29 00:00:00,3,"Litchfield",1884,1785,99,1040,1,141,120,21
2020-09-29 00:00:00,4,"Middlesex",1599,1526,73,983,5,193,154,39
2020-09-29 00:00:00,5,"New Haven",14477,13947,530,1688,19,1115,958,157
2020-09-29 00:00:00,6,"New London",2053,1976,77,770,16,117,88,29
2020-09-29 00:00:00,7,"Tolland",1363,1253,110,903,0,67,52,15
2020-09-29 00:00:00,8,"Windham",997,985,12,852,2,16,15,1
2020-09-30 00:00:00,1,"Fairfield",20264,19436,828,2147,20,1422,1108,314
2020-09-30 00:00:00,2,"Hartford",14874,14175,699,1666,39,1439,1117,322
2020-09-30 00:00:00,3,"Litchfield",1890,1791,99,1044,2,141,120,21
2020-09-30 00:00:00,4,"Middlesex",1604,1531,73,986,5,193,154,39
2020-09-30 00:00:00,5,"New Haven",14520,13987,533,1693,24,1115,958,157
2020-09-30 00:00:00,6,"New London",2087,2009,78,782,15,118,89,29
2020-09-30 00:00:00,7,"Tolland",1370,1260,110,908,0,67,52,15
2020-09-30 00:00:00,8,"Windham",1004,992,12,858,2,16,15,1
2020-10-01 00:00:00,1,"Fairfield",20400,19574,826,2161,22,1423,1109,314
2020-10-01 00:00:00,2,"Hartford",14989,14293,696,1679,41,1439,1117,322
2020-10-01 00:00:00,3,"Litchfield",1899,1802,97,1049,2,141,120,21
2020-10-01 00:00:00,4,"Middlesex",1614,1541,73,992,3,193,154,39
2020-10-01 00:00:00,5,"New Haven",14583,14044,539,1700,23,1115,958,157
2020-10-01 00:00:00,6,"New London",2206,2126,80,827,17,119,89,30
2020-10-01 00:00:00,7,"Tolland",1449,1342,107,960,0,67,52,15
2020-10-01 00:00:00,8,"Windham",1025,1013,12,876,2,16,15,1
2020-10-04 00:00:00,1,"Fairfield",20587,19770,817,2181,25,1423,1110,313
2020-10-04 00:00:00,2,"Hartford",15235,14542,693,1707,41,1440,1118,322
2020-10-04 00:00:00,3,"Litchfield",1921,1832,89,1061,3,141,120,21
2020-10-04 00:00:00,4,"Middlesex",1627,1554,73,1000,4,193,154,39
2020-10-04 00:00:00,5,"New Haven",14715,14180,535,1716,28,1115,958,157
2020-10-04 00:00:00,6,"New London",2349,2268,81,880,26,122,92,30
2020-10-04 00:00:00,7,"Tolland",1473,1365,108,976,0,67,52,15
2020-10-04 00:00:00,8,"Windham",1056,1044,12,902,2,16,15,1
2020-10-05 00:00:00,1,"Fairfield",20587,19768,819,2181,26,1425,1112,313
2020-10-05 00:00:00,2,"Hartford",15272,14583,689,1711,38,1440,1118,322
2020-10-05 00:00:00,3,"Litchfield",1911,1823,88,1055,2,141,120,21
2020-10-05 00:00:00,4,"Middlesex",1631,1560,71,1003,4,193,154,39
2020-10-05 00:00:00,5,"New Haven",14722,14184,538,1717,30,1115,958,157
2020-10-05 00:00:00,6,"New London",2413,2331,82,904,27,124,94,30
2020-10-05 00:00:00,7,"Tolland",1477,1370,107,979,0,67,52,15
2020-10-05 00:00:00,8,"Windham",1072,1059,13,916,2,16,15,1
2020-10-06 00:00:00,1,"Fairfield",20612,19792,820,2184,25,1425,1112,313
2020-10-06 00:00:00,2,"Hartford",15341,14657,684,1719,44,1440,1118,322
2020-10-06 00:00:00,3,"Litchfield",1915,1827,88,1057,1,141,120,21
2020-10-06 00:00:00,4,"Middlesex",1635,1564,71,1005,6,193,154,39
2020-10-06 00:00:00,5,"New Haven",14749,14212,537,1720,32,1115,958,157
2020-10-06 00:00:00,6,"New London",2426,2344,82,909,28,124,94,30
2020-10-06 00:00:00,7,"Tolland",1484,1377,107,983,0,67,52,15
2020-10-06 00:00:00,8,"Windham",1079,1066,13,922,2,17,16,1
2020-10-07 00:00:00,1,"Fairfield",20701,19870,831,2193,24,1425,1112,313
2020-10-07 00:00:00,2,"Hartford",15434,14748,686,1729,36,1442,1120,322
2020-10-07 00:00:00,3,"Litchfield",1916,1829,87,1058,1,141,120,21
2020-10-07 00:00:00,4,"Middlesex",1652,1582,70,1015,6,193,154,39
2020-10-07 00:00:00,5,"New Haven",14830,14294,536,1729,31,1117,960,157
2020-10-07 00:00:00,6,"New London",2515,2433,82,943,27,125,95,30
2020-10-07 00:00:00,7,"Tolland",1494,1387,107,990,0,67,52,15
2020-10-07 00:00:00,8,"Windham",1097,1084,13,937,3,17,16,1
2020-10-08 00:00:00,1,"Fairfield",20752,19914,838,2199,35,1426,1112,314
2020-10-08 00:00:00,2,"Hartford",15520,14828,692,1739,32,1442,1120,322
2020-10-08 00:00:00,3,"Litchfield",1919,1832,87,1060,1,141,120,21
2020-10-08 00:00:00,4,"Middlesex",1667,1596,71,1025,5,193,154,39
2020-10-08 00:00:00,5,"New Haven",14877,14335,542,1735,31,1118,961,157
2020-10-08 00:00:00,6,"New London",2570,2487,83,963,25,126,96,30
2020-10-08 00:00:00,7,"Tolland",1502,1393,109,995,1,67,52,15
2020-10-08 00:00:00,8,"Windham",1108,1095,13,947,4,17,16,1
2020-10-11 00:00:00,1,"Fairfield",21052,20206,846,2231,42,1426,1112,314
2020-10-11 00:00:00,2,"Hartford",15836,15132,704,1774,38,1443,1121,322
2020-10-11 00:00:00,3,"Litchfield",1940,1850,90,1071,0,141,120,21
2020-10-11 00:00:00,4,"Middlesex",1709,1638,71,1051,9,193,154,39
2020-10-11 00:00:00,5,"New Haven",15164,14634,530,1768,36,1119,962,157
2020-10-11 00:00:00,6,"New London",2837,2754,83,1063,25,126,96,30
2020-10-11 00:00:00,7,"Tolland",1520,1411,109,1007,1,67,52,15
2020-10-11 00:00:00,8,"Windham",1157,1142,15,989,4,17,16,1
2020-10-12 00:00:00,1,"Fairfield",21104,20261,843,2236,45,1426,1112,314
2020-10-12 00:00:00,2,"Hartford",15949,15240,709,1787,46,1443,1121,322
2020-10-12 00:00:00,3,"Litchfield",1952,1861,91,1078,0,141,120,21
2020-10-12 00:00:00,4,"Middlesex",1714,1643,71,1054,8,193,154,39
2020-10-12 00:00:00,5,"New Haven",15223,14691,532,1775,44,1119,962,157
2020-10-12 00:00:00,6,"New London",2905,2821,84,1089,25,127,97,30
2020-10-12 00:00:00,7,"Tolland",1534,1423,111,1016,1,67,52,15
2020-10-12 00:00:00,8,"Windham",1176,1161,15,1005,3,17,16,1
2020-10-13 00:00:00,1,"Fairfield",21128,20279,849,2239,47,1427,1113,314
2020-10-13 00:00:00,2,"Hartford",16010,15299,711,1793,57,1443,1121,322
2020-10-13 00:00:00,3,"Litchfield",1956,1864,92,1080,0,142,121,21
2020-10-13 00:00:00,4,"Middlesex",1720,1649,71,1057,7,193,154,39
2020-10-13 00:00:00,5,"New Haven",15263,14726,537,1780,47,1119,962,157
2020-10-13 00:00:00,6,"New London",2918,2831,87,1094,26,129,98,31
2020-10-13 00:00:00,7,"Tolland",1535,1424,111,1017,1,67,52,15
2020-10-13 00:00:00,8,"Windham",1183,1168,15,1011,3,17,16,1
2020-10-14 00:00:00,1,"Fairfield",21183,20324,859,2244,48,1427,1113,314
2020-10-14 00:00:00,2,"Hartford",16058,15344,714,1799,61,1445,1123,322
2020-10-14 00:00:00,3,"Litchfield",1959,1867,92,1082,0,143,122,21
2020-10-14 00:00:00,4,"Middlesex",1733,1661,72,1065,8,193,154,39
2020-10-14 00:00:00,5,"New Haven",15310,14763,547,1785,46,1119,962,157
2020-10-14 00:00:00,6,"New London",2924,2834,90,1096,23,129,98,31
2020-10-14 00:00:00,7,"Tolland",1539,1428,111,1020,1,67,52,15
2020-10-14 00:00:00,8,"Windham",1193,1177,16,1019,4,17,16,1
2020-10-15 00:00:00,1,"Fairfield",21368,20503,865,2264,48,1427,1113,314
2020-10-15 00:00:00,2,"Hartford",16273,15551,722,1823,54,1445,1123,322
2020-10-15 00:00:00,3,"Litchfield",1991,1900,91,1099,0,143,122,21
2020-10-15 00:00:00,4,"Middlesex",1754,1681,73,1078,4,194,155,39
2020-10-15 00:00:00,5,"New Haven",15455,14904,551,1802,49,1119,962,157
2020-10-15 00:00:00,6,"New London",3083,2994,89,1156,23,130,98,32
2020-10-15 00:00:00,7,"Tolland",1565,1453,112,1037,1,67,52,15
2020-10-15 00:00:00,8,"Windham",1216,1201,15,1039,5,17,16,1
2020-10-18 00:00:00,1,"Fairfield",21674,20791,883,2296,51,1429,1115,314
2020-10-18 00:00:00,2,"Hartford",16568,15833,735,1856,65,1449,1126,323
2020-10-18 00:00:00,3,"Litchfield",2033,1942,91,1123,1,143,122,21
2020-10-18 00:00:00,4,"Middlesex",1809,1733,76,1112,4,195,156,39
2020-10-18 00:00:00,5,"New Haven",15680,15110,570,1828,46,1120,963,157
2020-10-18 00:00:00,6,"New London",3234,3145,89,1212,20,134,102,32
2020-10-18 00:00:00,7,"Tolland",1600,1486,114,1060,3,67,52,15
2020-10-18 00:00:00,8,"Windham",1266,1251,15,1082,5,17,16,1
2020-10-19 00:00:00,1,"Fairfield",21754,20873,881,2305,54,1428,1114,314
2020-10-19 00:00:00,2,"Hartford",16717,15975,742,1873,71,1453,1131,322
2020-10-19 00:00:00,3,"Litchfield",2051,1958,93,1132,2,143,122,21
2020-10-19 00:00:00,4,"Middlesex",1830,1752,78,1125,5,196,157,39
2020-10-19 00:00:00,5,"New Haven",15792,15225,567,1841,54,1120,963,157
2020-10-19 00:00:00,6,"New London",3281,3192,89,1230,24,134,102,32
2020-10-19 00:00:00,7,"Tolland",1617,1498,119,1071,3,68,53,15
2020-10-19 00:00:00,8,"Windham",1272,1257,15,1087,4,17,16,1
2020-10-20 00:00:00,1,"Fairfield",21898,21014,884,2320,53,1429,1115,314
2020-10-20 00:00:00,2,"Hartford",16795,16051,744,1881,76,1459,1137,322
2020-10-20 00:00:00,3,"Litchfield",2064,1971,93,1140,2,143,122,21
2020-10-20 00:00:00,4,"Middlesex",1838,1758,80,1130,3,196,157,39
2020-10-20 00:00:00,5,"New Haven",15876,15305,571,1851,51,1121,964,157
2020-10-20 00:00:00,6,"New London",3329,3238,91,1248,22,134,102,32
2020-10-20 00:00:00,7,"Tolland",1638,1517,121,1085,3,68,53,15
